,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0,0,0.8692971639950678,0.9691011235955056,0.9443155452436195,0.9428571428571428,0.9594594594594594,1.0,0.990521327014218,0.8899082568807339,0.9151565074135091,0.911983032873807,0.8234804329725229,0.9419191919191919,0.8592430403503284,0.8783396946564885,0.9547055863110216,1.0,1.0
