,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0,0,0.8708074534161491,0.9637883008356546,0.9476744186046512,0.9428571428571428,0.9594594594594594,1.0,0.990521327014218,0.8895705521472392,0.9107289107289107,0.9110169491525424,0.8117359413202934,0.9420654911838791,0.8627450980392157,0.876313276026743,0.9570707070707071,1.0,1.0
