,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.0,0,0.944743935309973,0.6059544658493871,0.9633569739952719,0.8461538461538461,0.6635514018691588,0.9994788952579469,0.9796875,0.7967032967032966,0.8653696498054475,0.9571508069003896,0.8184059161873459,0.9689119170984456,0.9348869088416724,0.8586803930744034,0.9441953163926258,1.0,1.0
