,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.0,0,0.9535353535353536,0.6834782608695652,0.9599753694581281,0.8205128205128205,0.7244094488188977,0.9981768459434822,0.9868667917448405,0.8546099290780141,0.7463157894736843,0.9016100178890877,0.7023498694516971,0.8343685300207039,0.9078282828282829,0.8368932038834952,0.9340296866410115,1.0,1.0
