,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.17557251908396945,0.8955223880597015,0.9717868338557993,0.6780936454849499,0.9914750710410747,0,0.8188736681887366,0.9968684759916493,0.9381443298969072,0.9391304347826087,0.8875816993464052,0.9934948407357559,0.8239895697522817,0.0,0.9014142242262759,0.8664568345323741,0.8577777777777778,1.0,1.0
