,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.0,0,0.9246298788694481,0.6094570928196147,0.8417945690672963,0.8205128205128205,0.6448598130841121,0.9994791666666667,0.978125,0.5780821917808219,0.8342412451361868,0.9499722067815453,0.5960591133004927,0.8341968911917098,0.864476386036961,0.8751753155680224,0.8865107018417123,1.0,1.0
