,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.46938775510204084,0.7692307692307693,0.9393939393939394,0.741655235482396,0.983094262295082,0,0.9658886894075404,0.9986057859881492,0.9726840855106889,0.7728085867620751,0.9404432132963989,0.9881749219098617,0.7404803749267721,0,0.8613396004700352,0.8767060964513194,0.9566294919454771,1.0,1.0
