,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.19083969465648856,0.8507462686567164,0.9686520376175548,0.6688963210702341,0.9888917592353397,0,0.7625570776255708,0.9972164231036882,0.9289805269186713,0.9130434782608695,0.8823529411764706,0.996859578286227,0.7737940026075619,0.0,0.8874769419963107,0.7891187050359713,0.7955555555555556,1.0,1.0
