,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0.5102040816326531,0.8382352941176471,0.8930635838150289,0.6630750103605471,0.9659348978046934,0,0.9920792079207921,0.9996512033484478,0.9854191980558931,0.7821229050279329,0.9507042253521126,0.9818824569155987,0.7246642246642246,0,0.8481880509304603,0.8482358627356211,0.9396325459317585,1.0,1.0
