,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0,0,0.8469135802469135,0.9775280898876404,0.8651275820170109,0.8648648648648649,0.971830985915493,1.0,0.9873817034700315,0.75,0.9000839630562553,0.8586519114688129,0.9051186017478152,0.8214285714285714,0.832892998678996,0.7005247376311844,0.8975782038345106,1.0,1.0
