,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0,0.4166666666666667,0.46153846153846156,0.75,0.8571428571428571,0,0.8918918918918919,0.9952830188679245,0.9333333333333333,0,0.9515828677839852,0.8604651162790697,0.8888888888888888,0.5,0.7421794431075971,0.8221941992433796,0.9795918367346939,1.0,1.0
