,X,SYM,AUX,PROPN,DET,INTJ,NUM,PUNCT,CCONJ,SCONJ,ADV,ADP,ADJ,PART,NOUN,VERB,PRON,START,END
0,0,0.1,0.6666666666666666,0.140625,0.8571428571428571,0,0.5739130434782609,0.9892833221701273,0.9032258064516129,0,0.6090314913844326,0.8690476190476191,0.6388261851015802,0.6,0.9392038078753786,0.7287509238728751,0.8157894736842105,1.0,1.0
